student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S1170,1.0,1,0.7733333333333333,0.375,0.6086956521739131,0,0.37530864197530867,0.9242424242424241,1.0,1,1.0,2.0,5,0,0.9539295392953928
S1171,0.5714285714285716,0,0.7066666666666667,0.42857142857142855,0.02173913043478261,0,0.6419753086419755,0.34848484848484845,2.0,0,1.0,2.0,2,1,0.8075880758807588
S1172,0.2857142857142856,1,0.4266666666666667,0.125,0.7608695652173914,0,0.36543209876543203,0.5909090909090906,2.0,5,0.0,2.0,4,0,0.570460704607046
S1173,0.4285714285714284,0,0.76,0.375,0.5217391304347826,0,0.6493827160493826,0.3636363636363635,1.0,3,2.0,2.0,3,1,0.7804878048780488
S1174,1.0,1,0.49333333333333335,0.6428571428571429,0.7173913043478262,1,0.5111111111111113,0.6818181818181817,2.0,5,0.0,0.0,1,0,0.5840108401084012
S1176,0.2857142857142856,1,0.3466666666666667,0.5535714285714286,0.06521739130434782,0,0.6197530864197529,0.5909090909090906,2.0,6,0.0,1.0,4,1,0.6951219512195121
S1177,0.2857142857142856,1,0.4,0.4642857142857143,0.3478260869565218,0,0.28395061728395055,0.34848484848484845,1.0,0,2.0,1.0,6,1,0.39024390243902446
S1179,0.2857142857142856,0,0.5066666666666666,0.30357142857142855,0.8260869565217391,0,0.7580246913580249,0.31818181818181807,2.0,2,0.0,1.0,3,0,0.43224932249322506
S1180,0.5714285714285716,0,0.49333333333333335,0.5892857142857143,0.5652173913043479,1,1.0,0.6515151515151514,1.0,5,0.0,2.0,4,0,0.5826558265582658
S1181,0.8571428571428572,1,0.4666666666666667,0.5357142857142857,0.32608695652173914,1,0.4839506172839505,0.34848484848484845,2.0,0,1.0,1.0,8,0,0.5582655826558267
S1182,0.7142857142857144,1,0.56,0.5535714285714286,0.15217391304347827,0,0.23950617283950626,0.606060606060606,2.0,1,2.0,0.0,9,0,0.7276422764227644
S1183,0.2857142857142856,0,0.7066666666666667,0.3392857142857143,0.6956521739130436,0,0.8320987654320988,0.4393939393939393,1.0,1,0.0,1.0,3,1,0.8062330623306233
S1184,0.0,0,0.6533333333333333,0.0,0.15217391304347827,0,0.288888888888889,0.4848484848484848,1.0,5,2.0,0.0,4,0,0.948509485094851
S1185,0.5714285714285716,0,0.17333333333333334,0.6785714285714286,0.7826086956521741,1,0.5209876543209875,0.53030303030303,1.0,5,1.0,2.0,4,0,0.19241192411924118
S1186,0.1428571428571428,0,0.0,0.3392857142857143,0.32608695652173914,0,0.5654320987654322,0.3636363636363635,1.0,3,1.0,1.0,7,0,0.3929539295392955
S1187,0.8571428571428572,1,0.6533333333333333,0.26785714285714285,0.7608695652173914,0,0.6123456790123458,0.5454545454545452,1.0,0,1.0,1.0,3,0,0.6449864498644986
S1188,0.8571428571428572,0,0.18666666666666665,0.5892857142857143,0.5434782608695653,0,0.8000000000000003,0.7727272727272727,1.0,3,0.0,0.0,3,1,0.27506775067750683
S1189,0.7142857142857144,1,0.4266666666666667,0.35714285714285715,0.3478260869565218,0,0.4617283950617286,0.3636363636363635,1.0,2,0.0,1.0,6,1,0.46476964769647705
S1190,0.8571428571428572,1,0.22666666666666666,0.6785714285714286,0.2608695652173913,0,0.5629629629629629,0.7121212121212119,0.0,6,2.0,2.0,4,0,0.3956639566395664
S1191,0.2857142857142856,1,0.10666666666666667,0.5714285714285715,0.30434782608695654,0,0.6271604938271604,0.7727272727272727,2.0,1,2.0,1.0,5,0,0.2560975609756098
S1192,0.0,0,0.5733333333333333,0.5892857142857143,0.5,0,0.6666666666666665,0.34848484848484845,0.0,4,2.0,2.0,5,0,0.5853658536585367
S1193,0.8571428571428572,1,0.6133333333333333,0.16071428571428573,0.41304347826086957,0,0.6543209876543208,0.24242424242424238,2.0,4,2.0,2.0,5,0,0.7466124661246611
S1194,0.8571428571428572,1,0.3466666666666667,0.7142857142857143,0.23913043478260873,0,0.7382716049382716,0.5606060606060606,2.0,0,0.0,2.0,9,0,0.5474254742547426
S1195,0.1428571428571428,0,0.0,0.5,0.3478260869565218,0,0.837037037037037,0.39393939393939387,1.0,0,1.0,2.0,4,0,0.006775067750677544
S1196,0.1428571428571428,1,0.36000000000000004,0.375,0.41304347826086957,0,0.7259259259259259,0.833333333333333,2.0,4,0.0,0.0,4,0,0.518970189701897
S1197,0.4285714285714284,0,0.5466666666666666,0.4821428571428572,0.0,0,0.7407407407407409,0.49999999999999983,1.0,0,2.0,1.0,8,1,0.8252032520325203
S1198,0.5714285714285716,1,0.17333333333333334,0.07142857142857144,0.5,1,0.23950617283950626,0.34848484848484845,2.0,1,0.0,2.0,7,1,0.21680216802168034
S1199,0.2857142857142856,0,0.5066666666666666,0.5357142857142857,0.15217391304347827,0,0.6419753086419755,0.2878787878787878,1.0,2,1.0,2.0,3,0,0.4796747967479676
S1200,0.8571428571428572,0,0.4666666666666667,0.23214285714285715,0.10869565217391305,0,0.748148148148148,0.6969696969696968,1.0,2,1.0,2.0,6,0,0.7547425474254743
S1201,1.0,1,0.5866666666666667,0.16071428571428573,0.0,0,0.8098765432098767,0.39393939393939387,1.0,3,0.0,2.0,7,0,0.9525745257452576
S1202,0.8571428571428572,1,0.49333333333333335,0.125,0.0,0,0.45925925925925926,0.5151515151515149,1.0,1,0.0,1.0,8,0,0.7981029810298101
S1203,0.0,1,0.26666666666666666,0.6785714285714286,0.06521739130434782,0,0.4666666666666668,0.6666666666666665,1.0,6,2.0,0.0,4,0,0.437669376693767
S1204,0.4285714285714284,1,0.7066666666666667,0.30357142857142855,0.2173913043478261,0,0.48888888888888893,0.409090909090909,1.0,0,1.0,2.0,2,1,0.7073170731707319
S1206,1.0,1,0.4666666666666667,0.3392857142857143,0.2608695652173913,0,0.8839506172839506,0.49999999999999983,0.0,6,1.0,1.0,9,1,0.8997289972899729
S1207,0.4285714285714284,0,0.28,0.08928571428571429,0.4347826086956522,0,0.5283950617283952,0.6212121212121211,0.0,3,1.0,2.0,5,1,0.489159891598916
S1208,0.7142857142857144,1,0.3733333333333333,0.21428571428571427,0.47826086956521746,1,0.854320987654321,0.606060606060606,1.0,3,0.0,1.0,9,0,0.6720867208672086
S1209,0.5714285714285716,0,0.29333333333333333,0.7142857142857143,0.41304347826086957,0,0.6592592592592594,0.4545454545454544,0.0,0,0.0,1.0,4,1,0.2831978319783199
S1210,0.8571428571428572,0,0.4266666666666667,0.4107142857142857,0.3695652173913044,1,0.6000000000000001,0.5151515151515149,0.0,0,2.0,2.0,8,0,0.5433604336043361
S1211,0.8571428571428572,0,0.8133333333333332,0.32142857142857145,0.10869565217391305,0,0.577777777777778,0.4393939393939393,2.0,6,1.0,2.0,2,1,0.9769647696476964
S1212,0.5714285714285716,1,0.18666666666666665,0.4821428571428572,0.7391304347826088,0,0.8148148148148149,0.22727272727272724,0.0,1,1.0,1.0,1,1,0.04742547425474258
S1213,0.8571428571428572,1,0.14666666666666667,0.5535714285714286,0.8260869565217391,0,0.7111111111111112,0.5454545454545452,2.0,6,1.0,0.0,5,0,0.26151761517615185
S1214,0.2857142857142856,1,0.76,0.6785714285714286,0.0,0,1.0,0.8484848484848484,1.0,3,0.0,1.0,6,0,1.0
S1215,0.5714285714285716,0,0.4266666666666667,0.75,0.15217391304347827,0,0.4197530864197532,0.3333333333333333,2.0,6,0.0,2.0,4,1,0.5596205962059622
S1216,0.4285714285714284,0,0.3333333333333333,0.375,0.32608695652173914,0,0.7580246913580249,0.3636363636363635,1.0,6,0.0,1.0,0,1,0.46205962059620603
S1218,1.0,1,0.3466666666666667,0.35714285714285715,0.5217391304347826,0,0.41481481481481475,0.6363636363636362,1.0,1,1.0,2.0,2,0,0.3021680216802169
S1219,0.8571428571428572,0,0.8266666666666667,0.5,0.2173913043478261,0,0.6271604938271604,0.5757575757575757,1.0,5,2.0,2.0,3,0,1.0
S1220,0.2857142857142856,0,0.6,0.23214285714285715,0.9130434782608697,0,0.6641975308641976,0.46969696969696956,1.0,0,0.0,1.0,9,0,0.7574525745257452
S1221,0.2857142857142856,1,0.3733333333333333,0.25,0.673913043478261,0,1.0,0.3333333333333333,0.0,4,0.0,2.0,5,1,0.5081300813008132
S1222,0.7142857142857144,1,0.8933333333333333,0.5178571428571429,0.4347826086956522,0,0.5851851851851855,0.5151515151515149,2.0,6,1.0,1.0,4,0,1.0
S1223,0.4285714285714284,0,0.3466666666666667,0.42857142857142855,0.6304347826086957,0,0.3506172839506174,0.212121212121212,1.0,4,2.0,1.0,0,0,0.21273712737127376
S1224,0.1428571428571428,0,0.6133333333333333,0.44642857142857145,0.6521739130434783,0,0.6962962962962962,0.53030303030303,1.0,5,1.0,0.0,5,0,0.6300813008130082
S1225,0.1428571428571428,0,0.52,0.28571428571428575,0.2608695652173913,0,0.11851851851851847,0.6515151515151514,2.0,0,2.0,1.0,8,1,0.6517615176151761
S1226,0.5714285714285716,1,0.7333333333333333,0.3928571428571429,0.19565217391304351,1,0.6074074074074072,0.27272727272727265,1.0,3,1.0,2.0,0,0,0.8468834688346885
S1227,0.7142857142857144,0,0.7733333333333333,0.25,0.41304347826086957,0,0.634567901234568,0.22727272727272724,2.0,4,1.0,1.0,7,1,0.9539295392953928
S1228,0.0,1,0.4666666666666667,0.6428571428571429,0.5869565217391305,0,0.8246913580246913,0.7878787878787876,1.0,3,0.0,1.0,7,1,0.6287262872628727
S1229,0.5714285714285716,1,0.32,0.6607142857142858,0.4347826086956522,0,0.869135802469136,0.39393939393939387,2.0,4,0.0,2.0,2,1,0.35501355013550134
S1230,0.7142857142857144,1,0.56,0.05357142857142857,0.02173913043478261,0,0.5061728395061729,0.7121212121212119,0.0,3,0.0,0.0,8,1,1.0
S1231,0.4285714285714284,0,0.3333333333333333,0.25,0.19565217391304351,0,0.5925925925925926,0.46969696969696956,2.0,6,1.0,2.0,7,0,0.6355013550135502
S1232,0.4285714285714284,0,0.8666666666666667,0.125,0.3695652173913044,0,0.4395061728395062,0.46969696969696956,2.0,4,2.0,1.0,2,0,1.0
S1233,0.4285714285714284,0,0.49333333333333335,0.30357142857142855,0.3695652173913044,0,0.3506172839506174,0.5757575757575757,1.0,3,2.0,0.0,9,1,0.7398373983739837
S1234,0.4285714285714284,1,0.4,0.42857142857142855,0.8695652173913044,0,0.7061728395061726,0.3333333333333333,0.0,5,0.0,2.0,4,0,0.49728997289972904
S1235,0.4285714285714284,0,0.5066666666666666,0.14285714285714288,0.06521739130434782,0,0.3160493827160493,0.53030303030303,1.0,1,0.0,0.0,2,0,0.6138211382113823
S1236,0.7142857142857144,1,0.2,0.25,0.5217391304347826,0,0.5283950617283952,0.42424242424242414,2.0,3,0.0,2.0,4,0,0.27100271002710036
S1237,0.7142857142857144,0,0.26666666666666666,0.23214285714285715,0.7391304347826088,1,0.382716049382716,0.2575757575757575,1.0,1,0.0,1.0,8,0,0.37398373983739835
S1238,0.2857142857142856,1,0.7066666666666667,0.4821428571428572,0.9347826086956522,0,0.765432098765432,0.5606060606060606,1.0,1,1.0,0.0,3,1,0.6504065040650406
S1239,1.0,1,0.3333333333333333,0.4642857142857143,0.30434782608695654,0,1.0,0.4545454545454544,0.0,0,2.0,0.0,5,0,0.3563685636856369
S1240,0.1428571428571428,1,0.2533333333333333,0.28571428571428575,0.5,0,0.308641975308642,0.46969696969696956,1.0,6,2.0,0.0,2,0,0.33875338753387546
S1241,0.8571428571428572,1,0.5733333333333333,0.4821428571428572,0.5217391304347826,1,0.1728395061728396,0.27272727272727265,1.0,5,1.0,0.0,2,0,0.4661246612466125
S1242,0.4285714285714284,0,0.7066666666666667,0.32142857142857145,0.4347826086956522,0,0.6000000000000001,0.7878787878787876,2.0,1,1.0,2.0,4,0,0.8848238482384825
S1243,0.0,0,0.6133333333333333,0.3928571428571429,0.3695652173913044,0,0.634567901234568,0.6666666666666665,1.0,2,1.0,1.0,7,0,0.8279132791327912
S1244,0.8571428571428572,1,0.6666666666666666,0.8035714285714286,0.5,0,0.6839506172839509,0.6818181818181817,2.0,6,0.0,1.0,7,0,0.97289972899729
S1245,0.7142857142857144,0,0.32,0.7321428571428571,0.0,0,0.5185185185185186,0.4393939393939393,1.0,1,1.0,1.0,2,1,0.29403794037940384
S1246,0.0,1,0.18666666666666665,0.16071428571428573,0.5652173913043479,1,0.5802469135802468,0.18181818181818182,0.0,3,1.0,2.0,7,0,0.33604336043360444
S1247,0.0,0,0.7733333333333333,0.625,0.41304347826086957,0,0.7209876543209877,0.8484848484848484,1.0,1,1.0,2.0,7,1,0.8644986449864498
S1248,0.0,0,0.4,0.625,0.3478260869565218,0,0.88641975308642,0.4848484848484848,1.0,3,0.0,2.0,2,0,0.37804878048780494
S1249,0.2857142857142856,0,0.41333333333333333,0.19642857142857145,0.8913043478260869,0,0.14567901234567926,0.3636363636363635,2.0,3,0.0,2.0,9,1,0.43631436314363153
S1250,0.7142857142857144,1,0.7333333333333333,0.625,0.23913043478260873,1,0.5382716049382714,0.5757575757575757,2.0,2,0.0,1.0,9,0,1.0
S1251,0.0,0,0.5733333333333333,0.7678571428571428,0.30434782608695654,0,0.6814814814814816,0.7121212121212119,1.0,1,2.0,1.0,1,0,0.5284552845528456
S1252,0.4285714285714284,0,0.56,0.21428571428571427,0.8695652173913044,0,0.402469135802469,0.49999999999999983,1.0,1,0.0,2.0,9,0,0.8008130081300813
S1253,0.5714285714285716,1,0.8933333333333333,0.25,0.19565217391304351,0,1.0,0.7272727272727271,1.0,4,1.0,2.0,1,0,0.915989159891599
S1254,0.0,1,0.3333333333333333,0.6607142857142858,0.2608695652173913,1,0.47160493827160477,0.6969696969696968,2.0,6,1.0,1.0,8,0,0.7127371273712737
S1255,0.2857142857142856,0,0.6533333333333333,0.5,0.3478260869565218,0,0.6197530864197529,0.3030303030303029,2.0,4,0.0,1.0,6,0,0.7967479674796749
S1256,0.8571428571428572,0,0.48,0.5714285714285715,0.5869565217391305,0,0.7679012345679013,0.37878787878787873,2.0,0,1.0,2.0,5,0,0.518970189701897
S1257,0.7142857142857144,0,0.52,0.5178571428571429,0.4347826086956522,0,0.4839506172839505,0.6666666666666665,1.0,3,2.0,2.0,6,0,0.6070460704607046
S1258,1.0,0,0.7733333333333333,0.5357142857142857,0.08695652173913045,0,0.1728395061728396,0.0,1.0,2,0.0,1.0,7,0,0.8753387533875339
S1259,0.2857142857142856,0,0.5733333333333333,0.16071428571428573,0.2608695652173913,0,0.5234567901234568,0.46969696969696956,1.0,4,2.0,2.0,0,0,0.6287262872628727
S1260,0.0,1,0.5733333333333333,0.6785714285714286,0.23913043478260873,0,0.8839506172839506,0.24242424242424238,1.0,1,0.0,1.0,7,0,0.6056910569105693
S1261,0.7142857142857144,1,0.6799999999999999,0.6964285714285714,0.3695652173913044,1,0.545679012345679,0.409090909090909,1.0,0,0.0,0.0,2,1,0.52710027100271
S1262,0.5714285714285716,1,0.4,0.3928571428571429,0.5,0,0.4197530864197532,0.4393939393939393,0.0,2,2.0,1.0,2,0,0.31029810298102983
S1263,0.0,0,0.29333333333333333,0.42857142857142855,0.5,1,0.8592592592592592,0.4393939393939393,0.0,5,1.0,1.0,5,0,0.49457994579945813
S1264,0.2857142857142856,1,0.2533333333333333,0.125,0.0,0,0.5481481481481483,0.39393939393939387,2.0,1,2.0,0.0,3,0,0.34281842818428193
S1266,0.4285714285714284,0,0.8799999999999999,0.5714285714285715,0.45652173913043487,0,0.6666666666666665,0.9242424242424241,1.0,5,2.0,1.0,3,1,1.0
S1267,1.0,0,0.24,0.42857142857142855,0.7173913043478262,1,0.8197530864197531,0.833333333333333,1.0,3,1.0,2.0,9,0,0.36720867208672087
S1268,0.8571428571428572,1,0.4266666666666667,0.6785714285714286,0.5,0,1.0,0.2878787878787878,1.0,3,1.0,0.0,8,0,0.6761517615176151
S1269,0.2857142857142856,0,0.41333333333333333,0.375,0.6521739130434783,0,0.8345679012345677,0.7878787878787876,2.0,4,1.0,1.0,7,0,0.8048780487804879
S1270,0.7142857142857144,1,0.5333333333333333,0.5714285714285715,0.5,1,0.9160493827160492,0.42424242424242414,2.0,4,0.0,2.0,2,1,0.4986449864498646
S1271,1.0,0,0.6266666666666667,0.23214285714285715,0.7173913043478262,1,0.5037037037037038,0.53030303030303,2.0,1,2.0,2.0,0,0,0.6422764227642277
S1272,1.0,1,0.64,0.44642857142857145,0.5217391304347826,1,0.37530864197530867,0.4848484848484848,2.0,6,0.0,2.0,0,0,0.6775067750677508
S1273,1.0,1,0.3466666666666667,0.4107142857142857,0.3695652173913044,0,0.6444444444444444,0.37878787878787873,1.0,1,1.0,2.0,0,1,0.26151761517615185
S1274,0.0,0,0.4266666666666667,0.5,0.9347826086956522,0,0.6567901234567901,0.6818181818181817,1.0,4,0.0,1.0,3,1,0.43902439024390255
S1275,0.4285714285714284,1,0.52,0.375,0.6086956521739131,0,0.36296296296296315,0.53030303030303,1.0,5,1.0,1.0,5,0,0.6991869918699187
S1276,0.0,1,0.41333333333333333,0.4107142857142857,0.5217391304347826,1,0.5851851851851855,0.409090909090909,1.0,4,0.0,2.0,3,1,0.478319783197832
S1277,0.7142857142857144,0,0.7866666666666667,0.625,0.08695652173913045,0,0.7283950617283952,0.2575757575757575,2.0,1,0.0,2.0,2,0,0.6124661246612468
S1278,0.0,0,0.56,0.35714285714285715,0.08695652173913045,0,0.7185185185185183,0.3333333333333333,1.0,2,2.0,2.0,7,1,0.9173441734417345
S1279,0.1428571428571428,0,0.6133333333333333,0.10714285714285714,0.45652173913043487,0,0.7530864197530867,0.19696969696969685,0.0,1,0.0,2.0,7,0,0.8089430894308944
S1280,0.4285714285714284,0,0.6,0.8214285714285714,0.4347826086956522,0,0.7012345679012348,0.49999999999999983,1.0,2,1.0,2.0,5,0,0.6449864498644986
S1281,0.4285714285714284,0,0.7066666666666667,0.75,0.23913043478260873,1,0.5037037037037038,0.2878787878787878,2.0,2,0.0,1.0,8,0,0.7737127371273713
S1282,0.7142857142857144,1,0.5066666666666666,0.16071428571428573,0.4347826086956522,1,0.5037037037037038,0.4545454545454544,1.0,1,0.0,2.0,9,0,0.7249322493224932
S1283,0.8571428571428572,1,0.21333333333333335,0.5892857142857143,0.7608695652173914,1,0.3333333333333335,0.7424242424242422,2.0,6,0.0,2.0,0,0,0.2831978319783199
S1284,0.1428571428571428,1,0.5466666666666666,0.3392857142857143,0.5652173913043479,0,1.0,0.7121212121212119,1.0,6,1.0,2.0,7,0,0.8902439024390245
S1285,0.2857142857142856,0,0.3333333333333333,0.5,0.10869565217391305,1,0.6320987654320986,0.49999999999999983,0.0,0,0.0,0.0,5,1,0.4661246612466125
S1286,0.0,0,0.36000000000000004,0.5178571428571429,0.3695652173913044,0,0.5753086419753086,0.4848484848484848,1.0,4,2.0,1.0,0,0,0.2764227642276424
S1287,0.5714285714285716,1,0.5866666666666667,0.3928571428571429,0.19565217391304351,0,0.40000000000000013,0.8484848484848484,2.0,6,0.0,0.0,3,1,0.7859078590785908
S1288,0.0,1,0.7200000000000001,0.28571428571428575,0.30434782608695654,0,1.0,0.5909090909090906,1.0,3,0.0,1.0,4,0,0.9390243902439024
S1289,1.0,0,0.4666666666666667,0.30357142857142855,0.28260869565217395,0,0.36543209876543203,0.4393939393939393,2.0,1,0.0,2.0,6,1,0.6409214092140922
S1290,0.0,1,0.5333333333333333,0.25,0.28260869565217395,0,0.5234567901234568,0.24242424242424238,1.0,2,0.0,0.0,7,0,0.6734417344173442
S1291,0.2857142857142856,0,0.8133333333333332,0.26785714285714285,0.08695652173913045,0,0.7333333333333334,0.5757575757575757,0.0,1,1.0,1.0,8,0,1.0
S1292,0.0,0,0.52,0.42857142857142855,0.3695652173913044,1,0.7777777777777777,0.6515151515151514,2.0,4,2.0,1.0,5,1,0.6504065040650406
S1293,0.1428571428571428,0,0.9866666666666667,0.28571428571428575,0.2608695652173913,0,0.8666666666666667,0.37878787878787873,1.0,5,1.0,2.0,9,1,1.0
S1294,0.1428571428571428,1,0.5733333333333333,0.5892857142857143,0.0,0,1.0,0.5454545454545452,1.0,6,0.0,1.0,8,0,0.9308943089430894
S1295,0.4285714285714284,0,0.12,0.7678571428571428,0.8913043478260869,0,0.7555555555555555,0.4393939393939393,2.0,6,0.0,1.0,3,0,0.018970189701897067
S1296,0.7142857142857144,0,0.6133333333333333,0.32142857142857145,0.6521739130434783,0,0.36790123456790136,0.46969696969696956,1.0,6,0.0,1.0,7,0,0.8130081300813008
S1297,0.8571428571428572,0,0.5466666666666666,0.5,0.30434782608695654,0,0.5654320987654322,0.04545454545454547,2.0,2,2.0,1.0,2,0,0.459349593495935
S1298,0.5714285714285716,0,0.7200000000000001,0.5535714285714286,0.39130434782608703,0,0.7061728395061726,0.4545454545454544,0.0,3,0.0,1.0,3,1,0.8821138211382114
S1299,1.0,0,0.6,0.5535714285714286,0.10869565217391305,0,1.0,0.6818181818181817,1.0,3,1.0,1.0,9,0,0.915989159891599
S1300,0.0,0,0.43999999999999995,0.4642857142857143,0.8043478260869567,0,0.28395061728395055,0.37878787878787873,0.0,6,0.0,2.0,3,1,0.4796747967479676
S1301,0.0,1,0.22666666666666666,0.6071428571428571,0.8478260869565218,1,0.925925925925926,0.5151515151515149,2.0,3,0.0,1.0,5,0,0.21002710027100274
S1302,0.2857142857142856,0,0.4266666666666667,0.5535714285714286,0.4347826086956522,0,0.674074074074074,0.3636363636363635,1.0,5,0.0,0.0,8,0,0.6544715447154472
S1303,0.7142857142857144,0,0.29333333333333333,0.17857142857142858,0.6304347826086957,0,0.837037037037037,0.5606060606060606,2.0,6,0.0,2.0,5,0,0.5081300813008132
S1304,0.1428571428571428,1,0.3466666666666667,0.625,0.4347826086956522,0,0.6049382716049383,0.4545454545454544,2.0,0,1.0,1.0,0,0,0.18157181571815723
S1305,0.5714285714285716,0,0.5866666666666667,0.6428571428571429,0.06521739130434782,0,0.42222222222222205,0.3333333333333333,1.0,2,0.0,2.0,4,1,0.8306233062330624
S1306,0.4285714285714284,0,0.8,0.28571428571428575,0.28260869565217395,0,0.8148148148148149,0.7424242424242422,1.0,5,1.0,1.0,8,0,1.0
S1307,0.1428571428571428,0,0.5466666666666666,0.44642857142857145,0.41304347826086957,1,0.7901234567901234,0.6666666666666665,1.0,2,0.0,2.0,4,0,0.6666666666666667
S1308,1.0,1,0.22666666666666666,0.5892857142857143,0.28260869565217395,0,0.869135802469136,0.39393939393939387,1.0,6,2.0,2.0,5,1,0.478319783197832
S1309,0.7142857142857144,1,0.56,0.3928571428571429,0.3478260869565218,0,0.6271604938271604,0.5909090909090906,1.0,5,0.0,2.0,2,1,0.6382113821138211
S1311,0.8571428571428572,0,0.3466666666666667,0.9464285714285714,0.3695652173913044,1,0.2444444444444447,0.6212121212121211,2.0,5,1.0,1.0,9,0,0.5528455284552847
S1312,0.4285714285714284,1,0.43999999999999995,0.28571428571428575,0.41304347826086957,0,0.8320987654320988,0.19696969696969685,2.0,6,2.0,1.0,3,0,0.5948509485094851
S1313,0.8571428571428572,0,0.4666666666666667,0.14285714285714288,0.13043478260869565,0,0.7333333333333334,0.6818181818181817,2.0,0,0.0,2.0,3,0,0.7859078590785908
S1314,0.2857142857142856,0,0.30666666666666664,0.5178571428571429,0.2173913043478261,0,0.3901234567901235,0.39393939393939387,2.0,2,1.0,2.0,4,1,0.3075880758807588
S1315,1.0,0,0.6,0.6071428571428571,0.08695652173913045,0,0.49629629629629624,0.4393939393939393,1.0,5,0.0,0.0,9,0,0.9837398373983739
S1316,0.2857142857142856,0,0.43999999999999995,0.3928571428571429,0.6304347826086957,1,0.5135802469135802,0.9848484848484844,2.0,0,0.0,0.0,8,0,0.6761517615176151
S1317,0.0,1,0.5466666666666666,0.75,0.0,0,0.2641975308641977,0.5606060606060606,2.0,1,0.0,1.0,7,1,0.7344173441734418
S1318,0.8571428571428572,1,0.29333333333333333,0.16071428571428573,0.673913043478261,0,0.4271604938271605,0.42424242424242414,1.0,6,0.0,0.0,6,0,0.513550135501355
S1319,0.7142857142857144,1,0.3733333333333333,0.5892857142857143,0.7173913043478262,0,0.3506172839506174,0.10606060606060602,2.0,4,2.0,1.0,4,1,0.4498644986449865
S1320,1.0,0,0.6133333333333333,0.32142857142857145,0.32608695652173914,0,0.5283950617283952,0.7575757575757573,1.0,5,0.0,0.0,8,1,0.921409214092141
S1321,0.5714285714285716,1,0.38666666666666666,0.8214285714285714,0.0,1,0.4469135802469135,0.2575757575757575,2.0,3,1.0,2.0,8,1,0.5636856368563685
S1322,0.4285714285714284,1,0.8133333333333332,0.8750000000000001,0.30434782608695654,0,0.22716049382716053,0.31818181818181807,2.0,0,1.0,2.0,9,0,0.9471544715447153
S1323,0.1428571428571428,1,0.38666666666666666,0.28571428571428575,0.3695652173913044,0,1.0,0.4393939393939393,2.0,0,1.0,2.0,9,0,0.5962059620596207
S1324,0.7142857142857144,0,0.5066666666666666,0.32142857142857145,0.15217391304347827,0,0.9382716049382718,0.7575757575757573,1.0,5,1.0,1.0,1,0,0.7859078590785908
S1325,0.7142857142857144,0,0.6533333333333333,0.625,0.2608695652173913,0,0.4370370370370371,0.6363636363636362,2.0,0,0.0,2.0,3,0,0.6666666666666667
S1326,0.2857142857142856,1,0.18666666666666665,0.35714285714285715,0.7608695652173914,0,0.6962962962962962,0.46969696969696956,1.0,1,1.0,2.0,7,0,0.21002710027100274
S1328,1.0,0,0.16,0.44642857142857145,0.1739130434782609,1,0.9234567901234567,0.39393939393939387,2.0,4,2.0,2.0,4,0,0.3265582655826558
S1329,1.0,1,0.7200000000000001,0.03571428571428572,0.0,0,0.4271604938271605,0.53030303030303,1.0,4,1.0,1.0,7,0,1.0
S1330,0.0,1,0.36000000000000004,0.44642857142857145,0.30434782608695654,0,0.8987654320987657,0.5151515151515149,2.0,6,2.0,1.0,1,0,0.35230352303523044
S1331,0.0,1,0.9733333333333333,0.30357142857142855,0.3478260869565218,0,0.49382716049382713,0.6818181818181817,1.0,6,0.0,1.0,1,1,1.0
S1332,0.4285714285714284,1,0.36000000000000004,0.3392857142857143,0.5,0,0.2987654320987654,0.6818181818181817,1.0,3,0.0,0.0,7,0,0.6097560975609757
S1333,0.2857142857142856,1,0.5066666666666666,0.75,0.2608695652173913,0,0.8074074074074074,0.5909090909090906,2.0,1,0.0,2.0,9,0,0.6246612466124661
S1334,0.7142857142857144,0,0.7733333333333333,0.17857142857142858,0.5217391304347826,0,0.9481481481481482,0.4393939393939393,1.0,4,0.0,1.0,8,0,1.0
S1335,1.0,1,0.8666666666666667,0.625,0.8478260869565218,0,1.0,0.6363636363636362,0.0,5,0.0,1.0,6,1,1.0
S1336,0.5714285714285716,0,0.8799999999999999,0.3928571428571429,0.5869565217391305,0,0.3333333333333335,0.4848484848484848,2.0,2,1.0,0.0,7,1,1.0
S1337,0.2857142857142856,1,0.7066666666666667,0.3928571428571429,0.3695652173913044,0,0.8024691358024691,0.3030303030303029,1.0,2,0.0,2.0,4,0,0.9065040650406504
S1338,0.4285714285714284,0,0.6666666666666666,0.6071428571428571,0.3478260869565218,1,0.5283950617283952,0.42424242424242414,2.0,2,1.0,1.0,0,1,0.5623306233062331
S1339,0.4285714285714284,0,0.5866666666666667,0.5178571428571429,0.30434782608695654,0,0.822222222222222,0.5151515151515149,1.0,6,2.0,2.0,3,1,0.7005420054200544
S1340,0.2857142857142856,1,0.6266666666666667,0.5714285714285715,0.673913043478261,1,0.2666666666666666,0.6666666666666665,1.0,5,1.0,2.0,1,0,0.7330623306233062
S1341,0.4285714285714284,0,0.36000000000000004,0.6607142857142858,0.23913043478260873,0,0.31851851851851865,0.46969696969696956,1.0,0,0.0,1.0,2,0,0.24525745257452575
